2568.704397	2829.489012	2363.034421	2622.738727	2761.407248	2637.496097	2605.051473	2641.949757	2819.693746	2582.775277	2682.626154	2773.203125	2657.536155	2613.821442	2483.142635	2658.659527	2535.181393	2462.558917	2388.570735	2245.872709	2534.546914	2663.678580	2636.333639	2464.641477	2341.041853	2597.428764	2487.896001	2661.136067	2488.647247	2379.712743	2643.893482	2574.257847	2716.225444	2659.823300	2699.918544	2755.750078	2722.657810	2514.395335	2822.080527	2612.071192	2619.814175	2768.720288	2437.394734	2710.639639	2789.821201	2595.850629	2482.439358	2819.952156	2391.504914	2302.513230	2774.470477	2804.687264	2704.347110	2380.234100	2700.528395	2426.758583	2664.352840	2713.903872	2850.704492	2527.247532	2476.851624	2596.634625	2652.137160	2851.700944	2580.481366	2681.976106	2325.529331	2753.958638	2693.092266	2682.525995	2571.159236	2715.361151	2568.711891	2472.237410	2689.141502	2432.227627	2481.504953	2497.536119	2758.298893	2560.533515	2596.978842	2575.278512	2607.128555	2582.649552	2668.623348	2788.356410	2691.455907	2667.676383	2750.954648	2701.226679	2557.731110	2670.953550	2607.933299	2536.411201	2548.592460	2844.067239	2741.950957	2627.529955	2616.777482	2762.147330	
2308.104789	2614.822387	2244.411150	2641.507773	2676.140723	2540.497635	2520.018707	2514.092840	2684.840579	2510.504279	2470.021749	2594.047853	2629.790717	2425.954944	2487.544487	2373.730631	2331.700443	2406.956985	2432.945918	2277.025705	2627.320527	2683.556136	2537.659656	2459.422586	2360.680919	2281.213420	2345.767451	2585.387994	2521.555712	2261.235868	2493.325384	2354.029555	2631.970817	2575.517795	2581.777578	2725.567323	2767.432945	2425.172881	2471.326590	2560.046478	2645.497144	2506.196163	2134.431545	2494.322737	2759.477567	2516.703649	2467.299189	2703.518674	2298.588706	2244.361558	2792.305133	2606.160751	2633.637974	2185.544294	2751.003071	2399.560285	2747.878030	2503.435632	2656.212196	2358.242077	2341.613198	2488.776286	2371.925083	2878.819987	2418.544001	2670.701910	2263.984176	2742.543097	2578.969979	2465.464318	2573.218711	2615.655372	2559.882841	2370.376410	2564.568643	2222.477644	2470.677947	2370.500982	2491.584494	2418.160289	2399.705014	2529.655204	2438.094580	2412.874213	2552.599599	2523.423733	2604.900478	2630.829858	2734.946520	2514.519189	2391.178458	2628.082008	2321.277934	2367.890416	2322.790130	2596.699720	2567.763703	2615.359163	2308.888308	2666.178226	
2410.074761	2619.985277	2295.583270	2628.106270	2752.549405	2483.480638	2680.477871	2621.439038	2621.079695	2664.885279	2517.457266	2702.349307	2600.179124	2378.285729	2441.591740	2573.315659	2551.267079	2420.043427	2411.165105	2217.771482	2548.229449	2509.250316	2366.688928	2562.806831	2249.453949	2414.276914	2441.530934	2597.994239	2500.869423	2272.913244	2476.269754	2453.185846	2623.767041	2387.845888	2677.709624	2587.836558	2461.367384	2367.159702	2625.374259	2571.568650	2602.683612	2480.122346	2239.118299	2529.200895	2718.400322	2481.554794	2557.403680	2706.768732	2401.206007	2208.032745	2611.422108	2686.391721	2589.510680	2480.006011	2650.194434	2438.035578	2782.928130	2547.729788	2703.380282	2260.303387	2409.950897	2757.123790	2551.578818	2886.703406	2331.585760	2706.016556	2488.908853	2867.818812	2573.969394	2535.458904	2581.955941	2609.573672	2537.503476	2282.842347	2571.201823	2557.247749	2604.854666	2503.384089	2612.486771	2392.136497	2548.816454	2257.845738	2515.646791	2444.307910	2619.985736	2795.069917	2803.962509	2594.364241	2610.610609	2651.188822	2506.600143	2654.002864	2434.602036	2336.134353	2416.019307	2762.547249	2603.893771	2580.574009	2704.759232	2628.786361	
2609.129237	2788.314500	2442.786803	2774.818069	2814.929390	2793.506088	2917.757970	2842.330197	2972.189952	2957.360587	2761.534135	2996.373953	2697.360208	2663.922576	2701.640606	2668.270810	2707.014264	2625.596628	2395.436065	2585.992079	2919.708155	2740.147653	2554.420053	2484.726131	2362.504785	2446.585340	2639.053945	2687.239112	2651.995422	2400.670066	2709.619550	2718.233592	2645.629793	2581.655704	2655.358442	2818.524316	2611.895393	2458.886566	2727.616193	2802.059382	2899.555723	2825.123342	2447.449771	2799.746603	2961.810604	2661.108849	2545.809656	2871.629468	2647.524572	2265.714123	2714.367535	2774.369395	2885.785524	2769.577515	2832.586409	2461.095186	3010.087019	2924.687615	2775.439867	2462.375542	2622.536126	2756.677187	2862.238236	3021.543793	2649.952301	2705.631599	2631.207058	3089.479564	2700.290759	2648.035669	2724.689266	2608.825322	2839.109012	2474.205771	2788.288172	2590.930401	2582.368446	2628.981266	2772.785562	2620.146315	2981.005215	2530.430812	2694.643328	2709.600278	2812.390748	2922.098112	2926.879177	2846.912696	2883.376341	2869.630983	2638.554320	2805.312953	2540.575750	2439.481410	2557.128992	2798.832399	2938.482942	2725.272063	2840.612832	2919.068611	
2591.210127	2767.910439	2447.634574	2717.606391	2873.495966	2727.703292	2644.127638	2834.098497	2814.121737	2836.708927	2690.549295	2860.886826	2901.040711	2704.638762	2723.270952	2645.566788	2675.047779	2591.739854	2559.767157	2513.215731	2791.843623	2936.414458	2484.575507	2573.928415	2449.614735	2673.597590	2685.733207	2757.493669	2660.163341	2412.439346	2807.773266	2584.043181	2647.884627	2695.609914	2651.299834	2753.066467	2858.035385	2639.422736	2586.240000	2792.792968	2881.545505	2607.387826	2365.132024	2850.191328	2995.383952	2623.724944	2783.471836	2890.422832	2554.086459	2416.937878	2748.778155	2827.077306	2851.308888	2491.687324	3005.675797	2433.191273	2815.531153	2788.543350	2829.169808	2363.894237	2539.451113	2640.620938	2705.838124	2964.474705	2587.259024	2722.739707	2629.832134	3028.371767	2905.787334	2682.227687	2629.972048	2718.343643	2744.686957	2493.992876	2583.897698	2533.302461	2383.701762	2537.425935	2836.015627	2471.997597	2958.430321	2514.340552	2672.878035	2743.167631	2674.930892	2973.586095	2944.750567	2729.732269	2802.259904	2713.886326	2628.105835	2836.013773	2589.036307	2553.572356	2709.397074	2740.614934	2715.483333	2877.052835	2778.803313	2998.625759	
2413.001687	2586.722509	2163.573411	2707.128070	2597.048638	2637.186289	2521.539471	2632.777166	2623.404340	2478.672515	2549.811813	2624.349636	2656.218387	2357.430327	2376.787967	2313.221252	2596.073786	2455.267411	2373.249972	2343.309927	2536.329347	2421.225719	2458.336141	2369.287078	2270.024826	2373.244782	2394.613609	2482.939064	2339.810496	2333.690960	2532.300272	2435.414343	2556.554818	2365.378127	2500.665233	2652.309439	2484.577191	2361.675185	2563.628793	2661.148457	2601.609548	2586.607254	2177.785845	2521.684242	2783.041275	2515.673438	2545.595095	2584.854108	2288.727965	2109.161670	2689.170102	2643.603330	2644.421575	2261.571884	2618.210436	2314.034908	2545.036232	2650.247748	2510.495938	2259.610722	2509.041625	2625.639975	2537.571625	2886.127642	2397.632877	2575.594412	2397.374969	2801.394769	2496.339638	2443.993575	2462.233692	2566.883258	2697.262218	2296.279796	2414.671851	2323.338552	2245.156880	2379.139486	2453.812257	2342.510155	2574.156278	2378.365927	2302.433188	2534.526925	2593.380764	2599.250032	2449.089987	2546.328595	2707.643575	2498.429584	2388.899841	2613.805540	2434.822819	2244.859304	2456.246336	2582.181384	2660.328588	2518.452856	2566.242947	2702.129540	
2549.611228	2767.528056	2506.967903	2838.276800	2845.828406	2841.854693	2846.527367	2764.987228	2937.431772	2748.986227	2811.584609	2865.519041	2760.908415	2713.172061	2698.255960	2775.017178	2836.703369	2479.922669	2610.012084	2526.615449	2765.625628	2781.061111	2755.877894	2424.079018	2464.170880	2521.488517	2805.420918	2687.580245	2620.089268	2423.730356	2669.319385	2556.304634	2732.553224	2658.460225	2789.908889	2897.782013	2738.241452	2547.309545	2754.957088	2850.001473	2840.806633	2549.374054	2363.434704	2803.104075	2964.251358	2662.393292	2515.774229	3020.946474	2538.212411	2355.283585	2772.435400	2730.571811	2801.631990	2453.568217	2803.766164	2484.789393	2893.712685	2765.045584	2695.703808	2300.441836	2661.888534	2628.971571	2794.302376	3060.598282	2520.492384	2749.416869	2525.106248	3069.003960	2687.325806	2649.182416	2791.498774	2813.304974	2740.457658	2563.262426	2702.203002	2479.532722	2571.102375	2704.101181	2682.249611	2555.810531	2909.477586	2584.452768	2813.537058	2756.779033	2752.612557	2973.289156	2818.456198	2549.485025	2817.558339	2570.288082	2555.049947	2877.743154	2593.502708	2476.842619	2681.204018	2854.499824	2768.539717	2825.305683	2914.561335	2826.138612	
2175.240946	2452.342711	2128.349772	2434.668031	2603.881448	2475.791315	2344.195257	2425.626156	2531.765273	2400.059169	2470.453703	2584.796924	2448.091125	2559.078369	2323.967049	2299.574171	2300.451438	2297.632050	2371.180265	2337.814732	2522.792809	2449.366950	2435.274025	2301.161764	2103.557410	2310.975106	2351.021447	2456.797873	2342.874630	2198.269576	2370.357881	2264.726985	2502.756661	2427.141395	2382.092137	2464.122471	2515.512826	2300.646502	2452.746029	2685.383056	2458.804089	2608.981110	2192.909352	2569.603483	2665.673563	2370.496714	2362.653366	2652.591560	2321.115755	2183.445190	2528.969541	2689.106092	2418.245455	2286.701758	2624.755193	2169.858856	2635.590213	2514.571809	2492.842215	2260.483396	2396.759874	2441.549223	2442.712361	2734.485464	2240.856478	2540.089242	2364.735056	2617.314073	2459.084847	2347.475878	2428.786103	2545.605929	2440.931735	2258.235180	2515.013061	2184.140693	2236.853911	2315.316332	2473.430439	2308.527135	2556.067313	2318.563379	2238.716459	2379.759872	2351.132386	2602.348325	2556.098423	2496.935519	2528.167973	2381.275833	2141.161532	2542.895901	2294.677436	2243.735398	2469.593018	2652.461528	2440.589097	2624.734201	2314.528716	2585.475573	
2525.125342	2598.156615	2433.153561	2711.713230	2577.633749	2624.711651	2690.325398	2727.616731	2675.212761	2721.884814	2489.433591	2692.849720	2534.757709	2600.949750	2591.883420	2564.309855	2566.067343	2337.385940	2303.450895	2636.280251	2700.196887	2597.055665	2334.292979	2485.308876	2325.675294	2509.064031	2722.554881	2549.701245	2469.684539	2217.228421	2597.246056	2613.898204	2649.815165	2605.256112	2531.437469	2713.966011	2608.145282	2367.829739	2472.727177	2704.279720	2798.245096	2559.170902	2303.605566	2574.579187	2884.495589	2432.533734	2463.590025	2727.817794	2445.326070	2375.070354	2500.014818	2730.579521	2473.660331	2373.043615	2671.224252	2294.659114	2816.020795	2523.770469	2451.417284	2244.690984	2536.906186	2535.940622	2610.230407	2842.810270	2416.000350	2662.476662	2493.497141	3022.998922	2670.776802	2538.416645	2764.206369	2632.381397	2542.823713	2493.060453	2589.406766	2240.987793	2243.812869	2564.989159	2708.718902	2322.140434	2714.238857	2565.770898	2741.327854	2522.390062	2543.350012	2666.508515	2766.280380	2524.657776	2593.423372	2499.354801	2503.138315	2710.837138	2333.042235	2322.968923	2475.888108	2773.222463	2589.445422	2694.156344	2726.221290	2592.787717	
2056.579881	2374.644221	1956.046688	2289.185064	2428.522086	2220.418246	2246.847507	2299.053113	2401.316204	2233.708820	2270.805922	2232.410609	2175.937185	2117.191618	2039.765657	2186.714417	2200.173418	2102.503690	2236.293742	2215.582831	2134.729383	2363.829649	2089.949089	2231.079543	1932.524531	1956.449826	2175.355871	2278.012603	2193.227841	1986.435748	2190.114944	2085.032849	2153.060352	2182.772242	2305.125154	2194.099440	2148.950616	1925.598400	2272.417311	2133.357509	2165.558247	2220.545071	1948.041714	2234.381851	2392.429775	2006.292557	2148.691053	2500.358995	2217.549756	2084.809442	2245.520941	2402.644476	2243.571163	2125.194979	2439.599030	2087.811823	2402.698366	2263.718365	2135.525268	1990.580373	2028.580562	2236.771550	2204.727630	2466.856179	2176.332140	2200.075131	2059.111763	2424.892860	2235.252702	2125.714091	2286.327927	2401.028500	2199.753847	1981.297663	2336.935741	1955.352743	2098.323030	2020.180690	2457.705210	2088.574932	2158.712910	2047.565159	2153.567189	2163.598295	2211.418237	2436.559066	2302.143603	2289.441870	2278.402925	2223.127371	2194.073716	2225.958675	2164.062586	2095.279915	2228.848251	2522.157339	2392.201832	2257.000935	2402.591118	2399.850663	
